Pathway,proteincounts.per.pahtway.all,counts,p_value,FDR,Enrich_factor,hited.proteins,Type
extrinsic component of cytoplasmic side of plasma membrane [GO:0031234],1,1,0.8650000000000001,0.9753637134954732,1,Q9LVM5,CC
early endosome membrane [GO:0031901],4,1,0.5595782600797076,0.9753637134954732,0.25,Q9LVP9,CC
endosome membrane [GO:0010008],17,3,0.5917014972548639,0.9753637134954732,0.176,Q9LVP9/Q9SIY7/Q8S8D3,CC
ER to Golgi transport vesicle membrane [GO:0012507],1,1,0.8650000000000001,0.9753637134954732,1,Q9LVP9,CC
late endosome membrane [GO:0031902],2,2,0.9818334167083542,0.9922784530563155,1,Q9LVP9/Q93Y31,CC
SNARE complex [GO:0031201],1,1,0.8650000000000001,0.9753637134954732,1,Q9LVP9,CC
fatty acid elongase complex [GO:0009923],1,1,0.8650000000000001,0.9753637134954732,1,Q9M2U2,CC
chloroplast envelope [GO:0009941],56,5,0.1067317039002631,0.843002231769626,0.089,Q9SLD2/Q8VYJ7/Q8W463/Q94CJ5/Q9FLD8,CC
chloroplast membrane [GO:0031969],18,1,0.0726226211402663,0.8404251518390826,0.056,Q9SLD2,CC
lipid droplet [GO:0005811],4,1,0.5595782600797076,0.9753637134954732,0.25,Q9SLD2,CC
early endosome [GO:0005769],6,1,0.4183957721579292,0.9753637134954732,0.167,Q9SZF7,CC
late endosome [GO:0005770],7,1,0.3617423827483801,0.9753637134954732,0.143,Q9SZF7,CC
secretory vesicle [GO:0099503],14,2,0.41733221495849193,0.9753637134954732,0.143,F4J270/Q56XB0,CC
cortical endoplasmic reticulum [GO:0032541],1,1,0.8650000000000001,0.9753637134954732,1,O22227,CC
endomembrane system [GO:0012505],8,1,0.31273563746887056,0.9753637134954732,0.125,Q500V2,CC
pollen tube [GO:0090406],13,1,0.15085303094824887,0.843002231769626,0.077,Q6NLF4,CC
"RNA polymerase II, core complex [GO:0005665]",4,1,0.5595782600797076,0.9753637134954732,0.25,Q6NLH0,CC
RNA polymerase V complex [GO:0000419],3,1,0.6470629909549369,0.9753637134954732,0.333,Q6NLH0,CC
mitochondrial matrix [GO:0005759],12,1,0.17456101602160579,0.9212942512251416,0.083,Q8S528,CC
Golgi cisterna membrane [GO:0032580],5,1,0.4838838060609094,0.9753637134954732,0.2,Q8VY92,CC
lysosomal membrane [GO:0005765],3,1,0.6470629909549369,0.9753637134954732,0.333,Q93Y31,CC
nucleoplasm [GO:0005654],11,1,0.20197897665327158,0.9753637134954732,0.091,Q9FKB5,CC
mediator complex [GO:0016592],10,3,0.858021247425077,0.9753637134954732,0.3,Q9LE42/Q8RWA2/Q8RWM3,CC
Golgi trans cisterna [GO:0000138],4,2,0.9095171835806248,0.9753637134954732,0.5,Q9SIY7/Q3EC77,CC
cytoplasmic vesicle membrane [GO:0030659],4,1,0.5595782600797076,0.9753637134954732,0.25,O80685,CC
"proton-transporting two-sector ATPase complex, catalytic domain [GO:0033178]",1,1,0.8650000000000001,0.9753637134954732,1,P0CAN7,CC
cytosolic ribosome [GO:0022626],28,1,0.01673064014440062,0.7947054068590296,0.036,P49201,CC
cytosolic small ribosomal subunit [GO:0022627],14,2,0.41733221495849193,0.9753637134954732,0.143,P49201/Q8LPJ7,CC
chloroplast thylakoid lumen [GO:0009543],4,1,0.5595782600797076,0.9753637134954732,0.25,P81760,CC
cytoskeleton [GO:0005856],7,1,0.3617423827483801,0.9753637134954732,0.143,Q8S8M5,CC
ribonucleoprotein complex [GO:1990904],14,1,0.13035463217823007,0.843002231769626,0.071,Q8W463,CC
ribosome [GO:0005840],10,1,0.23368497880233163,0.9753637134954732,0.1,Q8W463,CC
chloroplast inner membrane [GO:0009706],13,1,0.15085303094824887,0.843002231769626,0.077,Q94CJ5,CC
cytoplasmic stress granule [GO:0010494],3,2,0.9503737679650636,0.981364216920446,0.667,Q9FKW2/Q9LUZ4,CC
P-body [GO:0000932],7,2,0.7583161086152239,0.9753637134954732,0.286,Q9FKW2/Q9LUZ4,CC
mitochondrial inner membrane [GO:0005743],29,2,0.08087041676289408,0.8404251518390826,0.069,Q9SG91/Q9FGK0,CC
respiratory chain complex III [GO:0045275],2,1,0.748166583291646,0.9753637134954732,0.5,Q9SG91,CC
U4/U6 x U5 tri-snRNP complex [GO:0046540],2,1,0.748166583291646,0.9753637134954732,0.5,Q9FE62,CC
ATP binding [GO:0005524],248,39,0.8406874014946033,0.9700000000000001,0.157,F4HW51/F4IHS2/F4KHI3/O49543/P27323/P92947/Q06850/Q07970/Q42556/Q43128/Q84P21/Q8L796/Q8VYB2/Q8W4E2/Q949P3/Q9S750/F4I2H2/F4KA50/O23081/O65483/Q39189/Q6R2K2/Q84M95/Q8VYJ7/Q94C77/Q9FID9/Q9LFN6/Q9LPZ3/O65595/Q0WN69/Q3EBR4/Q8GY87/Q8W5R6/Q9C813/Q9LZU5/Q9M1B9/Q9SJU0/Q9ZQ88/F4J0B7,MF
ATP hydrolysis activity [GO:0016887],51,11,0.927273643864783,0.9852318305301101,0.216,F4HW51/F4IHS2/F4KHI3/P27323/Q42556/Q43128/Q39189/Q8VYJ7/Q9LFN6/Q9C813/F4J0B7,MF
ATP-dependent chromatin remodeler activity [GO:0140658],8,3,0.9188956353460531,0.9848936644040569,0.375,F4HW51/F4IHS2/F4I2H2,MF
DNA binding [GO:0003677],135,24,0.9123688968311996,0.9848936644040569,0.178,F4HW51/F4IHS2/O24646/O49596/O82268/Q38895/Q6X7J5/Q7XJU0/Q8GZ13/Q8W2F3/Q9LSD5/Q9LSI7/Q9SAK5/F4I2H2/Q700W2/Q8S8C6/Q9LTF7/Q6IDS6/Q9FKW2/Q9LUZ4/Q9SMM8/Q9FMR3/Q9STJ7/Q9ZR14,MF
helicase activity [GO:0004386],11,3,0.8233134499125392,0.9700000000000001,0.273,F4HW51/F4IHS2/F4I2H2,MF
metal ion binding [GO:0046872],243,36,0.7097647167818668,0.9700000000000001,0.148,F4HW51/F4HZD1/F4JCU0/Q0WX00/Q38895/Q42556/Q43128/Q8H113/Q8L7U5/Q8S4Y1/Q8S948/Q949P3/Q9LXD7/Q9S750/O82089/Q500V2/Q700W2/Q84K35/Q96522/Q9FG05/Q9LHA7/Q9LIF4/Q9LZ86/Q9SIV9/F4KBY0/Q6IDS6/Q84VY3/Q8GW10/Q9FKW2/Q9LFP5/Q9LUZ4/Q9SHY8/Q9SJU0/Q9SSL1/Q9SVQ6/Q9LQM3,MF
histone binding [GO:0042393],7,4,0.9918557897608141,0.9918557897608141,0.571,F4HZD1/F4IHS2/Q9SZI2/Q9SMM8,MF
protein homodimerization activity [GO:0042803],30,5,0.6188115192849251,0.9700000000000001,0.167,F4HZD1/O65896/Q8H1R0/Q9C690/Q8S8C6,MF
transcription cis-regulatory region binding [GO:0000976],65,10,0.6203393985801413,0.9700000000000001,0.154,F4HZD1/O24646/Q9C690/Q9FRV4/Q9LSD5/Q9SZF7/O23077/Q84M95/Q9SCM4/Q9LQM3,MF
ubiquitin conjugating enzyme binding [GO:0031624],1,1,0.8650000000000001,0.9700000000000001,1,F4HZD1,MF
ubiquitin protein ligase activity [GO:0061630],12,2,0.5035765436015953,0.9700000000000001,0.167,F4HZD1/Q6IDS6,MF
chromatin binding [GO:0003682],10,3,0.858021247425077,0.9700000000000001,0.3,F4IHS2/O49596/Q9SMM8,MF
RNA binding [GO:0003723],52,7,0.43377671037901055,0.9700000000000001,0.135,F4JCU0/F4JXF1/Q39189/Q84MA3/Q9FNN9/Q9LIA4/Q9LUZ4,MF
hydrolase activity [GO:0016787],16,4,0.8405515536310977,0.9700000000000001,0.25,F4JXF1/Q949P3/F4I2H2/Q9FN79,MF
ADP binding [GO:0043531],12,1,0.17456101602160579,0.9700000000000001,0.083,F4KHI3,MF
NAD+ nucleosidase activity [GO:0003953],4,1,0.5595782600797076,0.9700000000000001,0.25,F4KHI3,MF
"NAD+ nucleotidase, cyclic ADP-ribose generating [GO:0061809]",5,1,0.4838838060609094,0.9700000000000001,0.2,F4KHI3,MF
metalloendopeptidase activity [GO:0004222],9,2,0.6518465696640312,0.9700000000000001,0.222,O04529/Q9ZUJ5,MF
metallopeptidase activity [GO:0008237],3,1,0.6470629909549369,0.9700000000000001,0.333,O04529,MF
zinc ion binding [GO:0008270],77,11,0.5295942413228961,0.9700000000000001,0.143,O04529/O22446/O49543/O65896/Q2LAE1/Q9ZUJ5/Q6NLH0/Q9LE42/Q9SCM4/A1L4Y2/Q9FH04,MF
histone deacetylase activity [GO:0004407],2,1,0.748166583291646,0.9700000000000001,0.5,O22446,MF
DNA-binding transcription factor activity [GO:0003700],157,25,0.7919280790317537,0.9700000000000001,0.159,O24646/O49596/Q38895/Q6X7J5/Q7XJU0/Q8GXW1/Q8GZ13/Q8W2F3/Q9C690/Q9FRV4/Q9LSD5/Q9LSI7/Q9SAK5/Q9SZF7/Q6J9S1/Q700W2/Q9FG05/Q9FKW2/Q9LUZ4/Q9M0R0/Q6NNN0/Q9FMR3/Q9LQM3/Q9M160/Q9STJ7,MF
"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]",10,1,0.23368497880233163,0.9700000000000001,0.1,O24646,MF
double-stranded DNA binding [GO:0003690],2,1,0.748166583291646,0.9700000000000001,0.5,O24646,MF
cysteine desulfurase activity [GO:0031071],2,1,0.748166583291646,0.9700000000000001,0.5,O49543,MF
iron-sulfur cluster binding [GO:0051536],4,1,0.5595782600797076,0.9700000000000001,0.25,O49543,MF
pyridoxal phosphate binding [GO:0030170],10,2,0.60030290022377,0.9700000000000001,0.2,O49543/Q8GYY0,MF
structural constituent of chromatin [GO:0030527],5,1,0.4838838060609094,0.9700000000000001,0.2,O49596,MF
cytidine deaminase activity [GO:0004126],2,1,0.748166583291646,0.9700000000000001,0.5,O65896,MF
ATP-dependent protein folding chaperone [GO:0140662],8,1,0.31273563746887056,0.9700000000000001,0.125,P27323,MF
unfolded protein binding [GO:0051082],6,1,0.4183957721579292,0.9700000000000001,0.167,P27323,MF
hydroxymethylglutaryl-CoA reductase (NADPH) activity [GO:0004420],1,1,0.8650000000000001,0.9700000000000001,1,P43256,MF
monodehydroascorbate reductase (NADH) activity [GO:0016656],2,1,0.748166583291646,0.9700000000000001,0.5,P92947,MF
calcium ion binding [GO:0005509],31,2,0.06370098341753505,0.9700000000000001,0.065,Q06850/Q8GV50,MF
histone H2AS1 kinase activity [GO:0044024],63,5,0.05774350780014559,0.9700000000000001,0.079,Q06850/F4KA50/Q84M95/Q9LPZ3/Q3EBR4,MF
protein kinase activity [GO:0004672],28,2,0.09100171442018978,0.9700000000000001,0.071,Q06850/Q6R2K2,MF
protein serine kinase activity [GO:0106310],77,7,0.08648517725389393,0.9700000000000001,0.091,Q06850/F4KA50/O23081/O65483/Q84M95/Q9LPZ3/Q3EBR4,MF
protein serine/threonine kinase activity [GO:0004674],33,5,0.5339098185521166,0.9700000000000001,0.152,Q06850/O23081/O65483/Q9FID9/Q9LPZ3,MF
microtubule binding [GO:0008017],20,5,0.8786391184714364,0.97963212059459,0.25,Q07970/Q0WN69/Q8W5R6/Q9LZU5/Q9SJU0,MF
minus-end-directed microtubule motor activity [GO:0008569],1,1,0.8650000000000001,0.9700000000000001,1,Q07970,MF
methyltransferase activity [GO:0008168],5,3,0.9802588447192121,0.9869206364840452,0.6,Q0WPN7/Q3EC77/Q8GYW9,MF
transferase activity [GO:0016740],15,1,0.11263270333224717,0.9700000000000001,0.067,Q0WX00,MF
enzyme inhibitor activity [GO:0004857],6,1,0.4183957721579292,0.9700000000000001,0.167,Q1JPL7,MF
pectinesterase activity [GO:0030599],6,1,0.4183957721579292,0.9700000000000001,0.167,Q1JPL7,MF
rRNA N-glycosylase activity [GO:0030598],1,1,0.8650000000000001,0.9700000000000001,1,Q1JPL7,MF
toxin activity [GO:0090729],1,1,0.8650000000000001,0.9700000000000001,1,Q1JPL7,MF
histone H3K4 methyltransferase activity [GO:0042800],1,1,0.8650000000000001,0.9700000000000001,1,Q2LAE1,MF
SUMO binding [GO:0032183],3,1,0.6470629909549369,0.9700000000000001,0.333,Q2LAE1,MF
mRNA binding [GO:0003729],88,9,0.1385316736319787,0.9700000000000001,0.102,Q42556/O23212/Q9LFN6/P49201/Q8W463/Q9FLD8/O82221/Q8LPJ7/Q9LQM3,MF
P-type proton-exporting transporter activity [GO:0008553],3,2,0.9503737679650636,0.9852318305301101,0.667,Q42556/Q43128,MF
ATPase-coupled monoatomic cation transmembrane transporter activity [GO:0019829],1,1,0.8650000000000001,0.9700000000000001,1,Q43128,MF
P-type ion transporter activity [GO:0015662],1,1,0.8650000000000001,0.9700000000000001,1,Q43128,MF
peptidyl-prolyl cis-trans isomerase activity [GO:0003755],6,2,0.8113239755758107,0.9700000000000001,0.333,Q7DMA9/Q9M2S7,MF
protein dimerization activity [GO:0046983],27,5,0.7039985068474806,0.9700000000000001,0.185,Q7XJU0/Q8GZ13/Q8W2F3/Q9M0R0/Q9STJ7,MF
identical protein binding [GO:0042802],19,4,0.7517391595891472,0.9700000000000001,0.211,Q84JW1/Q9LVM5/Q9S750/Q9SZI2,MF
damaged DNA binding [GO:0003684],2,2,0.9818334167083542,0.9869206364840452,1,Q84L31/Q9FNY7,MF
polyubiquitin modification-dependent protein binding [GO:0031593],2,1,0.748166583291646,0.9700000000000001,0.5,Q84L31,MF
proteasome binding [GO:0070628],2,1,0.748166583291646,0.9700000000000001,0.5,Q84L31,MF
ubiquitin binding [GO:0043130],6,1,0.4183957721579292,0.9700000000000001,0.167,Q84L31,MF
CoA-ligase activity [GO:0016405],1,1,0.8650000000000001,0.9700000000000001,1,Q84P21,MF
decanoate-CoA ligase activity [GO:0102391],2,1,0.748166583291646,0.9700000000000001,0.5,Q84P21,MF
phospholipase A2 activity [GO:0004623],3,1,0.6470629909549369,0.9700000000000001,0.333,Q8GV50,MF
carbohydrate binding [GO:0030246],33,3,0.15644272992161135,0.9700000000000001,0.091,Q8GWH3/Q9LPZ3/Q9LNN1,MF
sequence-specific DNA binding [GO:0043565],36,4,0.2628540936560049,0.9700000000000001,0.111,Q8GXW1/Q9LSD5/Q9SZF7/Q6J9S1,MF
dioxygenase activity [GO:0051213],6,3,0.964420277313079,0.9852318305301101,0.5,Q8H113/Q9LIF4/F4KBY0,MF
abscisic acid binding [GO:0010427],1,1,0.8650000000000001,0.9700000000000001,1,Q8H1R0,MF
protein phosphatase inhibitor activity [GO:0004864],1,1,0.8650000000000001,0.9700000000000001,1,Q8H1R0,MF
signaling receptor activity [GO:0038023],2,1,0.748166583291646,0.9700000000000001,0.5,Q8H1R0,MF
NAD(P)H dehydrogenase (quinone) activity [GO:0003955],1,1,0.8650000000000001,0.9700000000000001,1,Q8L540,MF
quinone binding [GO:0048038],7,1,0.3617423827483801,0.9700000000000001,0.143,Q8L540,MF
1-phosphatidylinositol-3-phosphate 5-kinase activity [GO:0000285],1,1,0.8650000000000001,0.9700000000000001,1,Q8L796,MF
1-phosphatidylinositol-4-phosphate 5-kinase activity [GO:0016308],3,1,0.6470629909549369,0.9700000000000001,0.333,Q8L796,MF
myosin phosphatase activity [GO:0017018],18,2,0.27866228181842945,0.9700000000000001,0.111,Q8L7U5/Q9LZ86,MF
4-amino-4-deoxychorismate synthase activity [GO:0046820],1,1,0.8650000000000001,0.9700000000000001,1,Q8LPN3,MF
acetyl-CoA C-acetyltransferase activity [GO:0003985],1,1,0.8650000000000001,0.9700000000000001,1,Q8S4Y1,MF
all-trans-nonaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific) activity [GO:0052924],1,1,0.8650000000000001,0.9700000000000001,1,Q8S948,MF
farnesyltranstransferase activity [GO:0004311],1,1,0.8650000000000001,0.9700000000000001,1,Q8S948,MF
cytidine kinase activity [GO:0043771],1,1,0.8650000000000001,0.9700000000000001,1,Q8VYB2,MF
GTP binding [GO:0005525],28,6,0.8335880853112665,0.9700000000000001,0.214,Q8VYB2/Q9C5J9/Q9LNC5/Q93Y31/Q9FE79/O49513,MF
uracil phosphoribosyltransferase activity [GO:0004845],1,1,0.8650000000000001,0.9700000000000001,1,Q8VYB2,MF
uridine kinase activity [GO:0004849],1,1,0.8650000000000001,0.9700000000000001,1,Q8VYB2,MF
anaphase-promoting complex binding [GO:0010997],1,1,0.8650000000000001,0.9700000000000001,1,Q8VZS9,MF
ubiquitin-protein transferase activator activity [GO:0097027],1,1,0.8650000000000001,0.9700000000000001,1,Q8VZS9,MF
promoter-specific chromatin binding [GO:1990841],4,1,0.5595782600797076,0.9700000000000001,0.25,Q8W2F3,MF
actin filament binding [GO:0051015],1,1,0.8650000000000001,0.9700000000000001,1,Q8W4E2,MF
"proton-transporting ATPase activity, rotational mechanism [GO:0046961]",4,2,0.9095171835806248,0.9848936644040569,0.5,Q8W4E2/P0CAN7,MF
pantothenate kinase activity [GO:0004594],1,1,0.8650000000000001,0.9700000000000001,1,Q949P3,MF
GTPase activity [GO:0003924],21,5,0.8573288981035773,0.9700000000000001,0.238,Q9C5J9/Q9LNC5/Q93Y31/Q9FE79/O49513,MF
cis-regulatory region sequence-specific DNA binding [GO:0000987],6,3,0.964420277313079,0.9852318305301101,0.5,Q9C690/Q9LSD5/Q9M0R0,MF
3-methylthiopropyl-desulfoglucosinolate sulfotransferase activity [GO:0080066],1,1,0.8650000000000001,0.9700000000000001,1,Q9C9C9,MF
4-methylthiobutyl-desulfoglucosinolate sulfotransferase activity [GO:0080067],1,1,0.8650000000000001,0.9700000000000001,1,Q9C9C9,MF
5-methylthiopentyl-desulfoglucosinolate sulfotransferase activity [GO:0080068],1,1,0.8650000000000001,0.9700000000000001,1,Q9C9C9,MF
7-methylthioheptyl-desulfoglucosinolate sulfotransferase activity [GO:0080069],1,1,0.8650000000000001,0.9700000000000001,1,Q9C9C9,MF
8-methylthiooctyl-desulfoglucosinolate sulfotransferase activity [GO:0080070],1,1,0.8650000000000001,0.9700000000000001,1,Q9C9C9,MF
desulfoglucosinolate sulfotransferase activity [GO:0047364],2,1,0.748166583291646,0.9700000000000001,0.5,Q9C9C9,MF
indol-3-yl-methyl-desulfoglucosinolate sulfotransferase activity [GO:0080071],1,1,0.8650000000000001,0.9700000000000001,1,Q9C9C9,MF
class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078],1,1,0.8650000000000001,0.9700000000000001,1,Q9FNY7,MF
oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534],1,1,0.8650000000000001,0.9700000000000001,1,Q9FNY7,MF
2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity [GO:0051997],1,1,0.8650000000000001,0.9700000000000001,1,Q9LVM5,MF
hydroxyisourate hydrolase activity [GO:0033971],1,1,0.8650000000000001,0.9700000000000001,1,Q9LVM5,MF
SNAP receptor activity [GO:0005484],6,1,0.4183957721579292,0.9700000000000001,0.167,Q9LVP9,MF
SNARE binding [GO:0000149],2,1,0.748166583291646,0.9700000000000001,0.5,Q9LVP9,MF
histone acetyltransferase activity [GO:0004402],4,2,0.9095171835806248,0.9848936644040569,0.5,Q9LXD7/Q9LE42,MF
fatty acid elongase activity [GO:0009922],3,2,0.9503737679650636,0.9852318305301101,0.667,Q9M2U2/Q9SUY9,MF
very-long-chain enoyl-CoA reductase activity [GO:0102758],1,1,0.8650000000000001,0.9700000000000001,1,Q9M2U2,MF
fatty-acyl-CoA binding [GO:0000062],1,1,0.8650000000000001,0.9700000000000001,1,Q9MA55,MF
thymidine kinase activity [GO:0004797],1,1,0.8650000000000001,0.9700000000000001,1,Q9S750,MF
diacylglycerol O-acyltransferase activity [GO:0004144],3,1,0.6470629909549369,0.9700000000000001,0.333,Q9SLD2,MF
flavin adenine dinucleotide binding [GO:0050660],11,2,0.5507450002929322,0.9700000000000001,0.182,Q9SM02/Q9FWW6,MF
squalene monooxygenase activity [GO:0004506],2,1,0.748166583291646,0.9700000000000001,0.5,Q9SM02,MF
cellulase activity [GO:0008810],3,1,0.6470629909549369,0.9700000000000001,0.333,F4J270,MF
"glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]",4,1,0.5595782600797076,0.9700000000000001,0.25,F4J270,MF
polysaccharide binding [GO:0030247],15,2,0.37846163602199145,0.9700000000000001,0.133,F4KA50/Q9M2K6,MF
copper chaperone activity [GO:0016531],1,1,0.8650000000000001,0.9700000000000001,1,O82089,MF
protein domain specific binding [GO:0019904],7,1,0.3617423827483801,0.9700000000000001,0.143,O82089,MF
DEAD/H-box RNA helicase binding [GO:0017151],1,1,0.8650000000000001,0.9700000000000001,1,Q39189,MF
RNA helicase activity [GO:0003724],8,3,0.9188956353460531,0.9848936644040569,0.375,Q39189/Q9LFN6/Q9C813,MF
ubiquitin-protein transferase activity [GO:0004842],26,3,0.2971272893394383,0.9700000000000001,0.115,Q500V2/Q9C9A6/Q9C7R6,MF
DNA-directed 5'-3' RNA polymerase activity [GO:0003899],8,1,0.31273563746887056,0.9700000000000001,0.125,Q6NLH0,MF
nucleic acid binding [GO:0003676],8,2,0.7047895997049475,0.9700000000000001,0.25,Q6NLH0/Q9C813,MF
pseudouridylate synthase activity [GO:0004730],1,1,0.8650000000000001,0.9700000000000001,1,Q84K35,MF
RNA glycosylase activity [GO:0030597],1,1,0.8650000000000001,0.9700000000000001,1,Q84K35,MF
magnesium ion binding [GO:0000287],14,4,0.8915462573716044,0.9827271246027912,0.286,Q84UV0/O23651/O65595/Q9C8J4,MF
S-linalool synthase activity [GO:0034007],1,1,0.8650000000000001,0.9700000000000001,1,Q84UV0,MF
terpene synthase activity [GO:0010333],3,2,0.9503737679650636,0.9852318305301101,0.667,Q84UV0/O23651,MF
aldehyde dehydrogenase (NAD+) activity [GO:0004029],3,1,0.6470629909549369,0.9700000000000001,0.333,Q8S528,MF
heme binding [GO:0020037],28,4,0.46491018273666207,0.9700000000000001,0.143,Q96522/Q9LHA7/Q9FG65/Q9LTM1,MF
lactoperoxidase activity [GO:0140825],10,2,0.60030290022377,0.9700000000000001,0.2,Q96522/Q9LHA7,MF
transmembrane receptor protein tyrosine kinase activity [GO:0004714],4,1,0.5595782600797076,0.9700000000000001,0.25,Q9FID9,MF
cyclin-dependent protein serine/threonine kinase inhibitor activity [GO:0004861],1,1,0.8650000000000001,0.9700000000000001,1,Q9FKB5,MF
potassium channel activity [GO:0005267],1,1,0.8650000000000001,0.9700000000000001,1,Q9FWX6,MF
iron ion transmembrane transporter activity [GO:0005381],1,1,0.8650000000000001,0.9700000000000001,1,Q9LPU9,MF
manganese ion transmembrane transporter activity [GO:0005384],3,1,0.6470629909549369,0.9700000000000001,0.333,Q9LPU9,MF
calmodulin binding [GO:0005516],19,1,0.0627295294612189,0.9700000000000001,0.053,Q9LPZ3,MF
ubiquitin protein ligase binding [GO:0031625],7,1,0.3617423827483801,0.9700000000000001,0.143,Q9LPZ3,MF
guanyl-nucleotide exchange factor activity [GO:0005085],6,1,0.4183957721579292,0.9700000000000001,0.167,Q9LZN0,MF
copper ion binding [GO:0005507],18,1,0.0726226211402663,0.9700000000000001,0.056,Q9M0V6,MF
ferredoxin-NADP+ reductase activity [GO:0004324],1,1,0.8650000000000001,0.9700000000000001,1,Q9M0V6,MF
glutathione transferase activity [GO:0004364],5,1,0.4838838060609094,0.9700000000000001,0.2,Q9M2W2,MF
acid phosphatase activity [GO:0003993],6,1,0.4183957721579292,0.9700000000000001,0.167,Q9SIV9,MF
transcription corepressor activity [GO:0003714],1,1,0.8650000000000001,0.9700000000000001,1,F4J078,MF
cellulose synthase (UDP-forming) activity [GO:0016760],4,1,0.5595782600797076,0.9700000000000001,0.25,O23386,MF
mannan synthase activity [GO:0051753],3,1,0.6470629909549369,0.9700000000000001,0.333,O23386,MF
amino acid binding [GO:0016597],2,1,0.748166583291646,0.9700000000000001,0.5,O50039,MF
ornithine carbamoyltransferase activity [GO:0004585],1,1,0.8650000000000001,0.9700000000000001,1,O50039,MF
beta-glucosidase activity [GO:0008422],3,2,0.9503737679650636,0.9852318305301101,0.667,O65458/Q9FMD8,MF
scopolin beta-glucosidase activity [GO:0102483],3,2,0.9503737679650636,0.9852318305301101,0.667,O65458/Q9FMD8,MF
kinase activity [GO:0016301],11,1,0.20197897665327158,0.9700000000000001,0.091,O65595,MF
potassium ion binding [GO:0030955],1,1,0.8650000000000001,0.9700000000000001,1,O65595,MF
pyruvate kinase activity [GO:0004743],1,1,0.8650000000000001,0.9700000000000001,1,O65595,MF
nicotianamine synthase activity [GO:0030410],2,1,0.748166583291646,0.9700000000000001,0.5,O80483,MF
protein-cysteine S-palmitoyltransferase activity [GO:0019706],4,1,0.5595782600797076,0.9700000000000001,0.25,O80685,MF
structural constituent of ribosome [GO:0003735],40,3,0.077301370011706,0.9700000000000001,0.075,P49201/Q8W463/Q8LPJ7,MF
microtubule motor activity [GO:0003777],10,4,0.9649177721686645,0.9852318305301101,0.4,Q0WN69/Q8W5R6/Q9LZU5/Q9SJU0,MF
glycosyltransferase activity [GO:0016757],8,1,0.31273563746887056,0.9700000000000001,0.125,Q0WUI9,MF
stearoyl-[ACP] desaturase activity [GO:0045300],3,1,0.6470629909549369,0.9700000000000001,0.333,Q84VY3,MF
acyltransferase activity [GO:0016746],5,1,0.4838838060609094,0.9700000000000001,0.2,Q8GW10,MF
"catalytic activity, acting on a protein [GO:0140096]",1,1,0.8650000000000001,0.9700000000000001,1,Q8GW10,MF
ubiquitin conjugating enzyme activity [GO:0061631],6,1,0.4183957721579292,0.9700000000000001,0.167,Q8GY87,MF
transaminase activity [GO:0008483],3,1,0.6470629909549369,0.9700000000000001,0.333,Q8GYY0,MF
lipid binding [GO:0008289],6,1,0.4183957721579292,0.9700000000000001,0.167,Q8L751,MF
phosphatidylinositol binding [GO:0035091],1,1,0.8650000000000001,0.9700000000000001,1,Q8S8D3,MF
aspartic-type endopeptidase activity [GO:0004190],2,1,0.748166583291646,0.9700000000000001,0.5,Q8S9J6,MF
rRNA binding [GO:0019843],11,1,0.20197897665327158,0.9700000000000001,0.091,Q8W463,MF
"N,N-dimethylaniline monooxygenase activity [GO:0004499]",6,1,0.4183957721579292,0.9700000000000001,0.167,Q9FWW6,MF
NADP binding [GO:0050661],10,1,0.23368497880233163,0.9700000000000001,0.1,Q9FWW6,MF
pectate lyase activity [GO:0030570],6,2,0.8113239755758107,0.9700000000000001,0.333,Q9LFP5/Q9SVQ6,MF
chloride transmembrane transporter activity [GO:0015108],1,1,0.8650000000000001,0.9700000000000001,1,Q9M172,MF
fructokinase activity [GO:0008865],1,1,0.8650000000000001,0.9700000000000001,1,Q9M1B9,MF
manganese ion binding [GO:0030145],15,1,0.11263270333224717,0.9700000000000001,0.067,Q9M263,MF
(1->3)-beta-D-glucan binding [GO:0001872],2,1,0.748166583291646,0.9700000000000001,0.5,Q9M2K6,MF
pre-mRNA 3'-splice site binding [GO:0030628],1,1,0.8650000000000001,0.9700000000000001,1,Q9SHY8,MF
single-stranded RNA binding [GO:0003727],2,1,0.748166583291646,0.9700000000000001,0.5,Q9SHY8,MF
antiporter activity [GO:0015297],17,2,0.30920225874962526,0.9700000000000001,0.118,Q9SIT5/Q9LDX3,MF
GTPase activator activity [GO:0005096],6,1,0.4183957721579292,0.9700000000000001,0.167,Q9SSL1,MF
phospholipid binding [GO:0005543],1,1,0.8650000000000001,0.9700000000000001,1,Q9SSL1,MF
1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841],4,1,0.5595782600797076,0.9700000000000001,0.25,Q9SYC8,MF
galactinol-raffinose galactosyltransferase activity [GO:0047268],1,1,0.8650000000000001,0.9700000000000001,1,Q9SYJ4,MF
galactinol-sucrose galactosyltransferase activity [GO:0047274],2,1,0.748166583291646,0.9700000000000001,0.5,Q9SYJ4,MF
