Pathway,proteincounts.per.pahtway.all,counts,p_value,FDR,Enrich_factor,hited.proteins,Type
hydroxyphenylpyruvate reductase activity [GO:0047995],1,1,0.9,0.9306818181818183,1,Q9CA90,MF
hydroxypyruvate reductase (NADH) activity [GO:0008465],1,1,0.9,0.9306818181818183,1,Q9CA90,MF
hydroxypyruvate reductase (NADPH) activity [GO:0120509],1,1,0.9,0.9306818181818183,1,Q9CA90,MF
hydroxypyruvate reductase [NAD(P)H] activity [GO:0016618],1,1,0.9,0.9306818181818183,1,Q9CA90,MF
salicylic acid binding [GO:1901149],2,1,0.8099549774887447,0.9306818181818183,0.5,Q9CA90,MF
protein-membrane adaptor activity [GO:0043495],3,1,0.7288784031655469,0.9306818181818183,0.333,Q9FF75,MF
"4 iron, 4 sulfur cluster binding [GO:0051539]",10,2,0.7361967805611884,0.9306818181818183,0.2,Q9FGS4/P56756,MF
enzyme activator activity [GO:0008047],2,1,0.8099549774887447,0.9306818181818183,0.5,Q9FGS4,MF
quinolinate synthetase A activity [GO:0008987],1,1,0.9,0.9306818181818183,1,Q9FGS4,MF
phosphatidylinositol-4-phosphate binding [GO:0070273],1,1,0.9,0.9306818181818183,1,Q9FK13,MF
myosin phosphatase activity [GO:0017018],18,3,0.7341781957484285,0.9306818181818183,0.167,Q9FN02/Q9LQN6/O81716,MF
protein serine/threonine phosphatase activity [GO:0004722],6,1,0.5309974588060002,0.9306818181818183,0.167,Q9FN02,MF
protein serine/threonine kinase activity [GO:0004674],33,2,0.1419892089756195,0.9306818181818183,0.061,Q9LFL6/Q9M092,MF
promoter-specific chromatin binding [GO:1990841],4,1,0.6558810668445103,0.9306818181818183,0.25,Q9LZK4,MF
protein heterodimerization activity [GO:0046982],14,4,0.9564621084035891,0.967089465163629,0.286,Q9LZT0/P49592/Q9FGP8/Q9SYZ9,MF
structural constituent of chromatin [GO:0030527],5,1,0.5901615210685075,0.9306818181818183,0.2,Q9LZT0,MF
fatty acid elongase activity [GO:0009922],3,1,0.7288784031655469,0.9306818181818183,0.333,Q9MAM3,MF
cis-regulatory region sequence-specific DNA binding [GO:0000987],6,2,0.8859818323810424,0.9306818181818183,0.333,Q9SKD9/Q8H181,MF
"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]",1,1,0.9,0.9306818181818183,1,Q9SY73,MF
phospholipase D activity [GO:0004630],2,1,0.8099549774887447,0.9306818181818183,0.5,Q9T051,MF
peroxisome matrix targeting signal-2 binding [GO:0005053],1,1,0.9,0.9306818181818183,1,Q9XF57,MF
"alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity [GO:0003827]",1,1,0.9,0.9306818181818183,1,Q9XGM8,MF
glycosyltransferase activity [GO:0016757],8,1,0.42979634535534617,0.9306818181818183,0.125,Q9XGM8,MF
protein N-acetylglucosaminyltransferase activity [GO:0016262],1,1,0.9,0.9306818181818183,1,Q9XGM8,MF
poly(U) RNA binding [GO:0008266],3,1,0.7288784031655469,0.9306818181818183,0.333,Q9ZUU4,MF
diacylglycerol O-acyltransferase activity [GO:0004144],3,1,0.7288784031655469,0.9306818181818183,0.333,Q9ZVN2,MF
minor groove of adenine-thymine-rich DNA binding [GO:0003680],2,1,0.8099549774887447,0.9306818181818183,0.5,C0SUW7,MF
3'-tRNA processing endoribonuclease activity [GO:0042781],2,1,0.8099549774887447,0.9306818181818183,0.5,F4J1H7,MF
sucrose synthase activity [GO:0016157],1,1,0.9,0.9306818181818183,1,F4JLK2,MF
sucrose-phosphate synthase activity [GO:0046524],1,1,0.9,0.9306818181818183,1,F4JLK2,MF
acid phosphatase activity [GO:0003993],6,1,0.5309974588060002,0.9306818181818183,0.167,O23244,MF
phosphoprotein phosphatase activity [GO:0004721],4,1,0.6558810668445103,0.9306818181818183,0.25,O23244,MF
enzyme inhibitor activity [GO:0004857],6,1,0.5309974588060002,0.9306818181818183,0.167,O48711,MF
pectinesterase activity [GO:0030599],6,1,0.5309974588060002,0.9306818181818183,0.167,O48711,MF
actin binding [GO:0003779],9,1,0.38664410184577314,0.9306818181818183,0.111,O49606,MF
C-22 sterol desaturase (NADPH) activity [GO:0000249],1,1,0.9,0.9306818181818183,1,O64697,MF
monooxygenase activity [GO:0004497],14,3,0.8422436522715896,0.9306818181818183,0.214,O64697/Q9FIB0/Q9SCN2,MF
D-erythro-sphingosine kinase activity [GO:0017050],1,1,0.9,0.9306818181818183,1,O82359,MF
ATP hydrolysis activity [GO:0016887],51,2,0.029469823404865148,0.9306818181818183,0.039,P41377/Q9LZB8,MF
RNA helicase activity [GO:0003724],8,1,0.42979634535534617,0.9306818181818183,0.125,P41377,MF
translation initiation factor activity [GO:0003743],2,1,0.8099549774887447,0.9306818181818183,0.5,P41377,MF
magnesium ion transmembrane transporter activity [GO:0015095],5,2,0.9187592499485226,0.944712901077012,0.4,Q304A0/F4JKQ7,MF
cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538],3,1,0.7288784031655469,0.9306818181818183,0.333,Q39071,MF
initiator methionyl aminopeptidase activity [GO:0004239],3,1,0.7288784031655469,0.9306818181818183,0.333,Q56Y85,MF
metalloaminopeptidase activity [GO:0070006],6,1,0.5309974588060002,0.9306818181818183,0.167,Q56Y85,MF
fatty acid binding [GO:0005504],1,1,0.9,0.9306818181818183,1,Q84RK2,MF
intramolecular lyase activity [GO:0016872],1,1,0.9,0.9306818181818183,1,Q84RK2,MF
"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]",7,1,0.4777379343520385,0.9306818181818183,0.143,Q8L9A9,MF
polysaccharide binding [GO:0030247],15,1,0.20468746977336205,0.9306818181818183,0.067,Q8L9A9,MF
xyloglucan:xyloglucosyl transferase activity [GO:0016762],8,1,0.42979634535534617,0.9306818181818183,0.125,Q8L9A9,MF
polygalacturonate 4-alpha-galacturonosyltransferase activity [GO:0047262],2,1,0.8099549774887447,0.9306818181818183,0.5,Q8RXE1,MF
copper ion transmembrane transporter activity [GO:0005375],1,1,0.9,0.9306818181818183,1,Q93VM8,MF
cysteine-type endopeptidase inhibitor activity [GO:0004869],2,1,0.8099549774887447,0.9306818181818183,0.5,Q945Q1,MF
phenylalanine-tRNA ligase activity [GO:0004826],2,1,0.8099549774887447,0.9306818181818183,0.5,Q94K73,MF
tRNA binding [GO:0000049],3,1,0.7288784031655469,0.9306818181818183,0.333,Q94K73,MF
lactoperoxidase activity [GO:0140825],10,1,0.3478049153218383,0.9306818181818183,0.1,Q96519,MF
porin activity [GO:0015288],2,1,0.8099549774887447,0.9306818181818183,0.5,Q9FKM2,MF
voltage-gated monoatomic anion channel activity [GO:0008308],1,1,0.9,0.9306818181818183,1,Q9FKM2,MF
lipid binding [GO:0008289],6,1,0.5309974588060002,0.9306818181818183,0.167,Q9FY78,MF
cAMP binding [GO:0030552],4,1,0.6558810668445103,0.9306818181818183,0.25,Q9LD40,MF
cGMP binding [GO:0030553],4,1,0.6558810668445103,0.9306818181818183,0.25,Q9LD40,MF
monoatomic ion channel activity [GO:0005216],1,1,0.9,0.9306818181818183,1,Q9LD40,MF
antiporter activity [GO:0015297],17,1,0.1655092036658724,0.9306818181818183,0.059,Q9LPU2,MF
transmembrane transporter activity [GO:0022857],16,1,0.18406404712617197,0.9306818181818183,0.062,Q9LPU2,MF
6-phosphofructokinase activity [GO:0003872],4,1,0.6558810668445103,0.9306818181818183,0.25,Q9M0F9,MF
transferase activity [GO:0016740],15,2,0.5485074078025258,0.9306818181818183,0.133,Q9SBB2/Q84TF5,MF
double-stranded RNA binding [GO:0003725],1,1,0.9,0.9306818181818183,1,Q9SKN2,MF
phosphatidylcholine phospholipase C activity [GO:0034480],1,1,0.9,0.9306818181818183,1,Q9SRQ7,MF
phospholipase C activity [GO:0004629],1,1,0.9,0.9306818181818183,1,Q9SRQ7,MF
ribonuclease P RNA binding [GO:0033204],1,1,0.9,0.9306818181818183,1,Q9ZW76,MF
ubiquitin conjugating enzyme activity [GO:0061631],6,1,0.5309974588060002,0.9306818181818183,0.167,F4HPP7,MF
guanyl-nucleotide exchange factor activity [GO:0005085],6,1,0.5309974588060002,0.9306818181818183,0.167,F4JN05,MF
sugar transmembrane transporter activity [GO:0051119],5,1,0.5901615210685075,0.9306818181818183,0.2,O04036,MF
cellulose synthase (UDP-forming) activity [GO:0016760],4,1,0.6558810668445103,0.9306818181818183,0.25,O49323,MF
DNA-directed 5'-3' RNA polymerase activity [GO:0003899],8,2,0.8133290573288844,0.9306818181818183,0.25,O81097/Q9SVY0,MF
3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315],1,1,0.9,0.9306818181818183,1,P49243,MF
beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818],1,1,0.9,0.9306818181818183,1,P49243,MF
NADH dehydrogenase (ubiquinone) activity [GO:0008137],4,1,0.6558810668445103,0.9306818181818183,0.25,P56756,MF
quinone binding [GO:0048038],7,2,0.8505546055297721,0.9306818181818183,0.286,P56756/Q37165,MF
manganese ion binding [GO:0030145],15,1,0.20468746977336205,0.9306818181818183,0.067,P92997,MF
"oxidoreductase activity, acting on NAD(P)H [GO:0016651]",2,1,0.8099549774887447,0.9306818181818183,0.5,Q37165,MF
"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]",1,1,0.9,0.9306818181818183,1,Q37165,MF
protein dimerization activity [GO:0046983],27,2,0.23057221304574094,0.9306818181818183,0.074,Q38840/Q9SVU7,MF
glutathione transferase activity [GO:0004364],5,1,0.5901615210685075,0.9306818181818183,0.2,Q84TK0,MF
"2 iron, 2 sulfur cluster binding [GO:0051537]",3,1,0.7288784031655469,0.9306818181818183,0.333,Q8S904,MF
structural molecule activity [GO:0005198],2,1,0.8099549774887447,0.9306818181818183,0.5,Q9CAA0,MF
oxidoreductase activity [GO:0016491],16,1,0.18406404712617197,0.9306818181818183,0.062,Q9FHL4,MF
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",10,2,0.7361967805611884,0.9306818181818183,0.2,Q9FIB0/Q9SCN2,MF
nitrate transmembrane transporter activity [GO:0015112],2,1,0.8099549774887447,0.9306818181818183,0.5,Q9FJH7,MF
ribosome binding [GO:0043022],3,1,0.7288784031655469,0.9306818181818183,0.333,Q9FLE4,MF
carboxylesterase activity [GO:0106435],2,1,0.8099549774887447,0.9306818181818183,0.5,Q9FX94,MF
carboxylic ester hydrolase activity [GO:0052689],2,1,0.8099549774887447,0.9306818181818183,0.5,Q9FX94,MF
"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity [GO:0046538]",1,1,0.9,0.9306818181818183,1,Q9LM13,MF
rRNA binding [GO:0019843],11,1,0.31284964745029664,0.9306818181818183,0.091,Q9LUG5,MF
ABC-type transporter activity [GO:0140359],9,1,0.38664410184577314,0.9306818181818183,0.111,Q9LZB8,MF
protein-cysteine S-palmitoyltransferase activity [GO:0019706],4,1,0.6558810668445103,0.9306818181818183,0.25,Q9M115,MF
metalloendopeptidase activity [GO:0004222],9,1,0.38664410184577314,0.9306818181818183,0.111,Q9SRP6,MF
beta-glucosidase activity [GO:0008422],3,1,0.7288784031655469,0.9306818181818183,0.333,Q9SVS1,MF
scopolin beta-glucosidase activity [GO:0102483],3,1,0.7288784031655469,0.9306818181818183,0.333,Q9SVS1,MF
purine nucleobase transmembrane transporter activity [GO:0005345],4,1,0.6558810668445103,0.9306818181818183,0.25,O49726,MF
purine nucleoside transmembrane transporter activity [GO:0015211],4,1,0.6558810668445103,0.9306818181818183,0.25,O49726,MF
3-hydroxyisobutyryl-CoA hydrolase activity [GO:0003860],1,1,0.9,0.9306818181818183,1,Q6NMB0,MF
O-acetyltransferase activity [GO:0016413],6,1,0.5309974588060002,0.9306818181818183,0.167,Q8H1R3,MF
"transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]",2,1,0.8099549774887447,0.9306818181818183,0.5,Q8LED0,MF
dioxygenase activity [GO:0051213],6,1,0.5309974588060002,0.9306818181818183,0.167,Q9C5K7,MF
flavin adenine dinucleotide binding [GO:0050660],11,1,0.31284964745029664,0.9306818181818183,0.091,Q9C8U0,MF
"N,N-dimethylaniline monooxygenase activity [GO:0004499]",6,1,0.5309974588060002,0.9306818181818183,0.167,Q9C8U0,MF
NADP binding [GO:0050661],10,1,0.3478049153218383,0.9306818181818183,0.1,Q9C8U0,MF
ligase activity [GO:0016874],4,1,0.6558810668445103,0.9306818181818183,0.25,Q9FFE9,MF
1-phosphatidylinositol binding [GO:0005545],4,1,0.6558810668445103,0.9306818181818183,0.25,Q9LVD8,MF
clathrin binding [GO:0030276],3,1,0.7288784031655469,0.9306818181818183,0.333,Q9LVD8,MF
"hydrolase activity, acting on ester bonds [GO:0016788]",12,1,0.28139166379516367,0.9306818181818183,0.083,Q9SF94,MF
ubiquitin protein ligase activity [GO:0061630],12,1,0.28139166379516367,0.9306818181818183,0.083,Q9ZQ34,MF
copper ion binding [GO:0005507],18,1,0.14881639442070116,0.9306818181818183,0.056,Q9ZVF2,MF
